Keyword,Title,URL
django,Django Wagner - Mooie Blauwe Ogen,https://www.youtube.com/watch?v=xRnUyVUJR_E&pp=ygUGZGphbmdv
django,"Samuel Jackson: It's ""impossible"" for Tarantino to be racist (Jan. 6, 2016) | Charlie Rose",https://www.youtube.com/watch?v=7K8j55V3Lvw&pp=ygUGZGphbmdv
web3,Unlock Web3: Hot Wallet Possibilities Explored ⚡️ Hamster Academy,https://www.youtube.com/watch?v=UWSZVfpKuqg&pp=ygUEd2ViMw%3D%3D
web3,Line Goes Up – The Problem With NFTs,https://www.youtube.com/watch?v=AbItt0PKQIs&pp=ygUEd2ViMw%3D%3D
web3,COMPRE un NUEVO PAYASO de LA DEEP WEB 3 * Celebra Nuestro CUMPLEAÑOS,https://www.youtube.com/watch?v=Ks_QkNTbGJY&pp=ygUEd2ViMw%3D%3D
web3,Hot Crypto News: Ethereum ETFs — Can They Outshine Bitcoin? Web3 Boom — 10M Daily Active Wallets!,https://www.youtube.com/watch?v=gyMwXuJrbJQ&pp=ygUEd2ViMw%3D%3D
web3,終將徹底改變一切的Web3.0，人類走向全面虛擬的開端 | 老高與小茉 Mr & Mrs Gao,https://www.youtube.com/watch?v=Y-xlvNPTJaE&pp=ygUEd2ViMw%3D%3D
web3,"Solidity, Blockchain, and Smart Contract Course – Beginner to Expert Python Tutorial",https://www.youtube.com/watch?v=Wn_Kb3MR_cU&pp=ygUEd2ViMw%3D%3D
web3,"Learn Blockchain, Solidity, and Full Stack Web3 Development with JavaScript – 32-Hour Course",https://www.youtube.com/watch?v=FaEPot10NW8&pp=ygUEd2ViMw%3D%3D
web3,Web3.0: A Libertarian Dystopia,https://www.youtube.com/watch?v=hGjQcTH9P0g&pp=ygUEd2ViMw%3D%3D
web3,Building the Top Crypto Web3 Gaming Company: Pixelverse,https://www.youtube.com/watch?v=Ah30_sq4N38&pp=ygUEd2ViMw%3D%3D
web3,【Web3.0とDAO①】インターネット以来の大革命に乗り遅れるとヤバい！ポストGAFAM時代の幕開け,https://www.youtube.com/watch?v=BDCT6TYLYdI&pp=ygUEd2ViMw%3D%3D
web3,"Build and Deploy a Modern Web 3.0 Blockchain App | Solidity, Smart Contracts, Crypto",https://www.youtube.com/watch?v=HDZWWFSZUF0&pp=ygUEd2ViMw%3D%3D
web3,What is Web 3.0? (Explained with Animations),https://www.youtube.com/watch?v=OEJGQD1OuKA&t=167s&pp=ygUEd2ViMw%3D%3D
web3,Tu Jo Sang Hai (LYRICS) - Himesh Reshammiya | Arunita Kanjilal | Anand Milind | Sameer Anjaan,https://www.youtube.com/watch?v=meTpMP0J5E8&pp=ygUEd2ViMw%3D%3D
web3,Web3/Metaverse Chat With Mark Zuckerberg,https://www.youtube.com/watch?v=cWcJejr3Fl4&pp=ygUEd2ViMw%3D%3D
web3,"Tu Mile Dil Khile (LYRICS) - Stebin Ben,Asees Kaur | Larissa Monesi | Kumar Sanu",https://www.youtube.com/watch?v=-FZGPzn0KL4&pp=ygUEd2ViMw%3D%3D
web3,Web3.0到底是怎么回事儿？,https://www.youtube.com/watch?v=hDfkyF8U-pw&pp=ygUEd2ViMw%3D%3D
web3,"Jahan Base Dil (LYRICS) - Raj Barman | Shivin Narang, Eisha Singh| Nadeem Saifi, Sameer Anjaan",https://www.youtube.com/watch?v=2uYuWiICCM0&pp=ygUEd2ViMw%3D%3D
web3,Is Web3 all Hype? Top 10 Web 3.0 Questions & Answers,https://www.youtube.com/watch?v=q54j35z3fPQ&pp=ygUEd2ViMw%3D%3D
web3,Build and Deploy a Web3 Blockchain Crowdfunding Platform (Kickstarter),https://www.youtube.com/watch?v=WRFbpissttY&pp=ygUEd2ViMw%3D%3D
web3,What is WEB3 (in Hindi)? | Is WEB3 a scam? | Abhi and Niyu,https://www.youtube.com/watch?v=C9ctoK4M9Bk&pp=ygUEd2ViMw%3D%3D
solidity,"Solidity, Blockchain, and Smart Contract Course – Beginner to Expert Python Tutorial",https://www.youtube.com/watch?v=M576WGiDBdQ&pp=ygUIc29saWRpdHk%3D
solidity,"Learn Blockchain, Solidity, and Full Stack Web3 Development with JavaScript – 32-Hour Course",https://www.youtube.com/watch?v=Wn_Kb3MR_cU&pp=ygUIc29saWRpdHk%3D
solidity,"Build and Deploy a Modern Web 3.0 Blockchain App | Solidity, Smart Contracts, Crypto",https://www.youtube.com/watch?v=ZE2HxTmxfrI&t=219s&pp=ygUIc29saWRpdHk%3D
solidity,Build Your First Blockchain App Using Ethereum Smart Contracts and Solidity,https://www.youtube.com/watch?v=uULy2rc6YDc&pp=ygUIc29saWRpdHk%3D
solidity,Smart contracts - Simply Explained,https://www.youtube.com/watch?v=umepbfKp5rI&pp=ygUIc29saWRpdHk%3D
solidity,"Solidity Tutorial - A Full Course on Ethereum, Blockchain Development, Smart Contracts, and the EVM",https://www.youtube.com/watch?v=aVQJGr2J8io&pp=ygUIc29saWRpdHk%3D
solidity,How to become a Blockchain Developer in 2022?  | 🔥 Complete Roadmap + Salary + Tech Stack,https://www.youtube.com/watch?v=MnSmc7Hto2k&pp=ygUIc29saWRpdHk%3D
solidity,Zizi - Solidity (Official Visualizer),https://www.youtube.com/watch?v=ooN6kZ9vqNQ&t=90s&pp=ygUIc29saWRpdHk%3D
solidity,"Learn Solidity, Blockchain Development, & Smart Contracts | Powered By AI - Full Course (0 - 6)",https://www.youtube.com/watch?v=RQzuQb0dfBM&pp=ygUIc29saWRpdHk%3D
solidity,Solidity in 100 Seconds,https://www.youtube.com/watch?v=jcgfQEbptdo&pp=ygUIc29saWRpdHk%3D
solidity,Become a Web 3 & Blockchain Developer in 2023 | Practical Step by Step Solidity and Web3 Roadmap,https://www.youtube.com/watch?v=PViaQgO_X8s&pp=ygUIc29saWRpdHk%3D
solidity,Solidity Programming Tutorial Hindi | Solidity - Ethereum | Code Eater - Blockchain,https://www.youtube.com/watch?v=AYpftDFiIgk&pp=ygUIc29saWRpdHk%3D
solidity,Intro to Solidity Programming Language - Ethereum Blockchain Developer Tutorial for Beginners,https://www.youtube.com/watch?v=ZH_7nEIJDUY&pp=ygUIc29saWRpdHk%3D
solidity,Learning Solidity : Tutorial 1 The Basics,https://www.youtube.com/watch?v=p3C7jljTXaA&pp=ygUIc29saWRpdHk%3D
solidity,How To Code Your First Ethereum Smart Contract,https://www.youtube.com/watch?v=FAMWIoKvfRs&pp=ygUIc29saWRpdHk%3D
solidity,"Solidity и смарт-контракты Ethereum, урок #1 (АПДЕЙТ В ЗАКРЕПЕ) | Интро, Remix IDE, первый контракт",https://www.youtube.com/watch?v=4Mm3BCyHtDY&pp=ygUIc29saWRpdHk%3D
solidity,Learn Solidity in 20 Minutes!,https://www.youtube.com/watch?v=bZKVfXmzRDw&pp=ygUIc29saWRpdHk%3D
solidity,Learn Solidity: The COMPLETE Beginner’s Guide (Latest Version 0.8),https://www.youtube.com/watch?v=TmZ8gH-toX0&pp=ygUIc29saWRpdHk%3D
solidity,Learn Blockchain & Solidity Development   Full Course 2024,https://www.youtube.com/watch?v=rrGiPR6JY8w&pp=ygUIc29saWRpdHk%3D
solidity,How to generate .4 ETH using an automated solidity bot in just 28 hours !,https://www.youtube.com/watch?v=76So4jCysAQ&pp=ygUIc29saWRpdHk%3D
